GCAS,Total_MSU_Forecast,Avg_MSU_Forecast,Forecast_Periods,Product_Description,Subsector_Name,Total_IT_Forecast,Avg_IT_Forecast,Total_CS_Forecast,Avg_CS_Forecast
80816634,34220.86,356.4672917,96,GILLETTE PG PWR 12CTX16 KR ET,Shave Care,42770.2,445.5229167,2674.1,27.8552083
80825375,33841.086,352.5113125,96,DOWNY LFE (1.05LX3)X4 BTL CV M2 KR,Fabric Care,72624.2,756.5020833,18155.9,189.1239583
80874067,33405.784,379.6111818,88,GIL PG PWR 12CT 1X18 KR ET,Shave Care,41757.3,474.5147727,2320.0,26.3636364
80858686,33300.0,812.195122,41,DOWNY LFE 2.6LX6 RFL WT D1 KR,Fabric Care,86579.5,2111.695122,14430.5,351.9634146
80794407,33000.111,343.7511562,96,FEBREZE FR 370MLX12 DWNY IDD BTL NJ,Home Care,713515.9,7432.4572917,59460.0,619.375
80873346,32771.393,385.5458,85,GIL PS PWR 7UP 1X12X2 KR HYPER,Shave Care,61449.9,722.94,2560.4,30.1223529
80858682,32499.996,792.6828293,41,DOWNY LFE (1.05LX3)X4 BTL WT D1 KR,Fabric Care,69746.1,1701.1243902,17436.5,425.2804878
80840384,32460.425,338.1294271,96,H&S SHM PERFUME 520MLX2 PACK HYPE OY,Hair Care,80245.7,835.8927083,8918.0,92.8958333
82333480,32358.352,337.0661667,96,ORALB MOC F CL 40SFT BCD (1X96)X1 KR DBD,Oral Care,12126.0,126.3125,12126.0,126.3125
80863030,32327.913,513.1414762,63,OB ULTRATHIN GRN TEA 6X24 KR EME,Oral Care,193812.5,3076.3888889,8075.5,128.1825397
80826689,32246.564,335.9017083,96,H&S SH 800MLX6 DSC HYPE KR,Hair Care,103630.9,1079.4885417,17272.1,179.9177083
80872658,32153.723,407.0091519,79,GIL PS YELLOW 12CT 12x12x2 KR ECOM,Shave Care,40192.0,508.7594937,1674.8,21.2
80843941,32133.46,417.3176623,77,FBRZ FR 920MLX2 DWNYAF CC NJ BD,Home Care,279421.5,3628.8506494,139710.9,1814.4272727
80863026,31905.903,409.0500385,78,OB ULTRATHIN PRO GUM CARE 4X24 KR EME,Oral Care,286923.2,3678.5025641,11955.5,153.275641
80826692,31834.274,331.6070208,96,H&S SH 550MLX9 CM CVS HYPE KR,Hair Care,148811.7,1550.121875,16534.5,172.234375
80796720,31615.481,501.8330317,63,Oral B Glide Deep Clean 40m  1x6x8 KR,Oral Care,712060.4,11302.5460317,14834.4,235.4666667
80838171,31529.648,362.4097471,87,FUSION POWER CRT 4 4X6X12,Shave Care,118221.7,1358.8701149,1641.6,18.8689655
80772629,31493.211,338.6366774,93,FUS PRGLIDE MNL RZR FLEX FRR 1X8X4,Shave Care,157466.7,1693.1903226,4920.5,52.9086022
80868090,31366.966,382.5239756,82,OB PRECISION CLN HI LOW BCD  3X24 KR EM,Oral Care,376554.2,4592.1243902,15688.9,191.3280488
80787154,31189.967,324.8954896,96,FBRZ AE SPRAY 165GX6 TLT FS BB,Home Care,623799.2,6497.9083333,103966.7,1082.9864583
80709739,30958.59,332.8880645,93,VENUS CMFTGLIDE WHITE TEA 4CT 4X10X4,Shave Care,139327.6,1498.1462366,3482.7,37.4483871
80742977,30899.663,321.8714896,96,BRAUN IPL PL5257 WHT/GOLD BOX KR,Appliances,30899.5,321.8697917,15448.9,160.9260417
80759517,30732.408,330.456,93,Gillette Shave Foam 175Gx6 Sensitive,Shave Care,657143.5,7066.0591398,109523.7,1177.6741935
80887010,30476.494,1172.1728462,26,SK2 MX PITERA GS - LUXURIES SPR TR,Skin Care,59886.9,2303.3423077,3743.4,143.9769231
80739864,30448.502,317.1718958,96,BRAUN MALHRREMKP CCR2 MIX BOX KR,Appliances,152242.3,1585.8572917,38060.7,396.465625
80711922,30363.892,291.9605,104,GIL PG (M2UPX1+4CTX3)X6 MIXED KR,Shave Care,30360.6,291.9288462,5059.7,48.6509615
80841660,30250.231,315.1065729,96,DOWNY LFE 1.35LX10 RFL IDD pk H1 KR,Fabric Care,151478.2,1577.8979167,15148.3,157.7947917
80873033,30139.965,486.1284677,62,H&S CN 1100MLX10 ISC HALO KR,Hair Care,70445.6,1136.2193548,7045.0,113.6290323
80876957,30089.591,859.7026,35,DOWNY FBEN ROMANCE 8.5LX2 KR P2 ET,Fabric Care,23929.8,683.7085714,11965.0,341.8571429
80851839,30073.152,313.262,96,PAMPERS TON TAPE S3 42X3 KR,Baby Care,128885.0,1342.5520833,42961.4,447.5145833
80840381,30047.471,312.9944896,96,H&S SHM CITRUS 520MLX2 PACK HYPE OY,Hair Care,74281.4,773.7645833,8254.5,85.984375
80784015,29987.174,535.48525,56,OB INTERDENTAL BCD SZ1 (20X4)X28 KR CC,Oral Care,101308.1,1809.0732143,3618.0,64.6071429
81728519,29949.421,311.9731354,96,BRAUN SHAVER 310BT BLK/BLU BOX KR,Appliances,29950.3,311.9822917,4991.0,51.9895833
80828642,29900.737,311.4660104,96,GIL SKINTECH MNL CRT 4 4X6X12,Shave Care,112112.7,1167.840625,1555.8,16.20625
80873347,29811.778,331.2419778,90,GIL PG PWR 5UP 1X12X2 KR HYPER,Shave Care,74529.3,828.1033333,3105.0,34.5
80873345,29487.451,373.2588734,79,GIL PS PWR 8UP 1x12x2 KR ECOM,Shave Care,49145.7,622.0974684,2048.0,25.9240506
80833959,29436.202,306.6271042,96,DOWNY LFE 4.1LX4 RFL M&B KR New,Fabric Care,48534.5,505.5677083,12133.3,126.3885417
80871608,29225.863,369.9476329,79,GIL PS YELLOW 16CT 16X12X2 KR ECOM,Shave Care,27398.6,346.8177215,1141.5,14.4493671
80877863,29002.581,337.239314,86,D100.413.2 KR CRX BK HBOX PTHBR,Oral Care,58005.0,674.4767442,9667.9,112.4174419
80838167,28965.557,340.7712588,85,FUS PROSHIELD PWR RZR TMR FLEX 1X6X6,Shave Care,144828.0,1703.8588235,4022.6,47.3247059
80873034,28825.982,464.9351935,62,H&S CN 400MLX12 ISC H231.5 HALO KR,Hair Care,185275.8,2988.3193548,15439.1,249.0177419
80875719,28765.707,330.6403103,87,699 Gillette Labs Razor 1UP 1x6x4 (DE),Shave Care,143829.1,1653.208046,5993.2,68.8873563
80863028,28479.376,347.3094634,82,OB ULTRATHIN PRO DEEP CLN 4X24 KR EME,Oral Care,256109.3,3123.2841463,10671.2,130.1365854
80815124,28259.404,310.5429011,91,BRAUN XT5000 BlkSpcGry BOX KR,Appliances,28258.4,310.5318681,9419.6,103.5120879
80756895,28187.723,303.0937957,93,VENUS FOR PUBIC HAIR RZR 2UP,Shave Care,140938.6,1515.4688172,3914.9,42.0956989
80794401,28147.397,293.2020521,96,FEBREZE FR 320MLX12 DWNY AF RF NJ,Home Care,703686.6,7330.06875,58639.9,610.8322917
80812516,27870.426,290.3169375,96,DOWNY LFE (1LX3)X4 BTL SEN L3 KR,Fabric Care,62802.7,654.1947917,15700.8,163.55
80809383,27738.651,288.9442812,96,BRAUN SHAVER 9667cc SILV BOX KR,Appliances,27738.7,288.9447917,9245.8,96.3104167
80746792,27297.439,299.9718571,91,BRAUN SHAVER 52-N1000s  BLK  BOX KR,Appliances,27297.3,299.9703297,9099.6,99.9956044
80794397,27160.924,282.9262917,96,FEBREZE FR 900MLX6 DWNY AF BTL NJ,Home Care,241430.3,2514.8989583,40238.6,419.1520833
80838176,27104.313,347.4911923,78,FUSION PROGLIDE POWER CRT 4 4X6X12,Shave Care,101629.2,1302.9384615,1412.0,18.1025641
80869958,26966.519,539.33038,50,PTN ROT SSC 400ml x 3 Etraders pack,Hair Care,57774.7,1155.494,7222.1,144.442
80863029,26889.033,344.7311923,78,OB ULTRATHIN GREEN TEA 4X24 TSC KR EME,Oral Care,241809.0,3100.1153846,10074.4,129.1589744
80858685,26400.001,643.9024634,41,DOWNY LFE 2LX4 SBTL WT D1 KR,Fabric Care,89234.5,2176.4512195,22308.9,544.1195122
80793502,26394.04,274.9379167,96,PTN SH 750MLX6 SSC ATTN EOL KR,Hair Care,90478.2,942.48125,15080.0,157.0833333
80872657,25946.178,305.2491529,85,GIL(PS Y 8CT+CHILL 3CT) 11X12X2 KR HYPER,Shave Care,35378.1,416.2129412,1474.0,17.3411765
80809379,25518.509,265.8178021,96,BRAUN SHAVER 9660cc BLK BOX KR,Appliances,25518.0,265.8125,8506.2,88.60625
80830238,25404.927,1104.5620435,23,PAMPERS DPR LG 60X3 SUMMER25 KR CBY,Baby Care,76214.8,3313.6869565,25405.1,1104.5695652
80872655,25333.669,275.3659674,92,GIL PG MNL 6UP 1X12X2 KR HYPER,Shave Care,54282.6,590.0282609,2261.7,24.5836957
80885379,25300.005,351.3889583,72,BRAUN SHAVER M1011 + 20MB (Costco),Appliances,22999.5,319.4375,1643.0,22.8194444
80812825,25183.793,307.1194268,82,PAMPERS DPR XXXL 16X6 BP KR PANTS,Baby Care,283336.1,3455.3182927,47223.4,575.895122
80857045,25079.445,334.3926,75,699 Gillette Labs Blades 8ct 8x10x6,Shave Care,47026.7,627.0226667,784.1,10.4546667
80746674,24407.61,254.2459375,96,FBRZ TLT 6.3MLX6 RF SOAP BP,Home Care,426209.8,4439.6854167,71035.3,739.9510417
80844860,24334.354,486.68708,50,DOWNY LFE (1.05LX3)X4 BTL MUSK M3 KR,Fabric Care,52222.3,1044.446,13055.6,261.112
80873348,24189.577,284.5832588,85,GIL PS PWR 5UP 1X12X2 KR HYPER,Shave Care,60474.1,711.46,2519.4,29.64
80845340,24014.123,490.0841429,49,DOWNY LFE 2LX2 BTL MYS KR M2 ET,Fabric Care,40585.6,828.277551,40585.6,828.277551
80848519,23905.878,569.1875714,42,SK2 MX POWER ESSENTIALS SET SPR TR,Skin Care,18032.4,429.3428571,3005.6,71.5619048
80875724,23490.559,270.0064253,87,699 Gil Labs Razor Neon 1UP 1x6x4 (DE),Shave Care,117452.6,1350.0298851,4893.8,56.2505747
80793508,23427.845,244.0400521,96,PTN SH 750MLX6 EV ATTN EOL KR,Hair Care,80310.7,836.5697917,13384.4,139.4208333
80843760,23321.107,1227.4266842,19,DOWNY LFE 2.6LX6 RFL MYS M2A KR,Fabric Care,60634.6,3191.2947368,10105.7,531.8789474
80794306,23235.315,249.8420968,93,GIL FUS (M2UPX1+4CTX3)X6 MIXED KR,Shave Care,23233.3,249.8204301,3872.6,41.6408602
80844856,22939.478,458.78956,50,DOWNY LFE 2LX4 SBTL MUSK M3 KR,Fabric Care,77537.6,1550.752,19383.7,387.674
80871604,22837.846,237.8942292,96,Pro1 Dual (BK+WT DUAL HANDLE)X8 Costco,Oral Care,22838.0,237.8958333,2854.4,29.7333333
80863601,22500.01,548.7807317,41,DOWNY LFE 4.1LX4 RFL MUSK D1 KR,Fabric Care,37098.4,904.8390244,9274.9,226.2170732
80851842,22447.608,273.7513171,82,PAMPERS TON TAPE S1 58X3 KR,Baby Care,69661.4,849.5292683,23219.8,283.1682927
81726688,22336.833,232.6753438,96,BRAUN SHAVER 310 BLK/BLU BOX KR,Appliances,22337.9,232.6864583,3722.6,38.7770833
80776161,22319.001,398.5535893,56,SK2 AA SP RE-NEW CREAM 15G JP,Skin Care,223190.6,3985.5464286,929.8,16.6035714
80875727,22283.45,256.1316092,87,699 Gil Labs Razor 5UP White Cs 1x6x4 DE,Shave Care,55708.9,640.3321839,2321.0,26.6781609
80832696,22231.036,1235.0575556,18,DOWNY LAU LIQ 1.9LX6 BTL IDD gre J2 KR,Fabric Care,76055.4,4225.3,12676.0,704.2222222
80840577,22143.256,238.0995269,93,GIL PG MNL 11BBGR 1X12x2 KRCP (12UP),Shave Care,25548.6,274.716129,1064.3,11.444086
80841661,22094.282,441.88564,50,DOWNY LFE 1LX12 SBTL IDD BM H1 KR,Fabric Care,149361.2,2987.224,12446.9,248.938
80872041,22010.873,255.9403837,86,DOWNY FBEN HP GRN 480GX6 CHR BTL P2 KR,Fabric Care,209229.1,2432.8965116,34871.6,405.4837209
80857047,21992.04,249.9095455,88,699 Gillette Labs Razor 5UP Case 1x6x4,Shave Care,54980.3,624.7761364,2290.9,26.0329545
80770354,21882.044,235.2907957,93,GIL SKINTECH FLEXBALL RAZOR 2UP 1X8X4,Shave Care,109410.2,1176.4537634,3419.0,36.7634409
80794304,21675.906,233.0742581,93,GIL M3 (M1UPX1+4CTX3)X6 MIXED KR,Shave Care,25012.5,268.9516129,4168.8,44.8258065
80863602,21500.012,524.3905366,41,DOWNY LFE 4.1LX4 RFL WT D1 KR,Fabric Care,35449.7,864.6268293,8862.6,216.1609756
80792795,21403.44,222.9525,96,PTN ROT 220MLX24 EV H199ATTN EOL KR,Hair Care,250125.7,2605.4760417,10422.2,108.5645833
80793503,21317.977,222.0622604,96,PTN CN 750MLX6 SSC ATTN EOL KR,Hair Care,73077.0,761.21875,12179.4,126.86875
80825345,21010.869,218.8632188,96,DOWNY LFE 2LX4 SBTL CV M2 KR,Fabric Care,71018.2,739.7729167,17755.2,184.95
80825351,20818.581,216.8602187,96,DOWNY LFE (1.05LX3)X4 BTL SG M2 KR,Fabric Care,44678.1,465.396875,11169.4,116.3479167
80770355,20727.261,215.9089688,96,FUS RAZOR 2Up 1X8X4,Shave Care,103636.3,1079.5447917,3239.2,33.7416667
80793499,20691.794,215.5395208,96,PTN SH 1200MLX6 SSC ATTN EMART KR,Hair Care,44332.3,461.7947917,7388.6,76.9645833
80729882,20567.434,214.2441042,96,FEBREZE FR 900MLX6 MILD ARM BTL BB,Home Care,182821.2,1904.3875,30470.2,317.3979167
80843206,20410.575,703.812931,29,SK2 MX ESSENTIAL TRAVEL KIT SPR TR JP,Skin Care,127966.3,4412.6310345,3199.5,110.3275862
80857044,20405.982,231.8861591,88,699 Gil Labs Razor 5UP White Case 1x6x4,Shave Care,51014.9,579.7147727,2125.4,24.1522727
80882819,20362.749,282.8159583,72,Gillette 699 7UP+Stand 1X6 LoL,Shave Care,27767.5,385.6597222,4627.4,64.2694444
80769247,20277.173,211.2205521,96,M3T CRT 4 PREM PACK 4X6X8,Shave Care,91255.8,950.58125,1899.9,19.790625
80842288,20171.063,387.9050577,52,SK2 HR FT ESS 230ML JP PP VC,Skin Care,72610.3,1396.3519231,3025.5,58.1826923
80874902,20149.113,234.2920116,86,557.1 Gillette PS Yellow 2up 1X8X4  (PX),Shave Care,100745.4,1171.4581395,3148.2,36.6069767
80856648,20144.36,559.5655556,36,SK2 FT ESSENCE DUO SET VC CN,Skin Care,36256.9,1007.1361111,3021.4,83.9277778
80832704,20142.364,411.0686531,49,DOWNY LAU LIQ 2.2LX6 CRG BLUE J2 KR,Fabric Care,59510.7,1214.5040816,9918.5,202.4183673
80811867,20114.515,410.5003061,49,DOWNY LAU LIQ 3LX4 BTL LAV J1 KR,Fabric Care,43580.2,889.3918367,10895.6,222.3591837
80860055,20040.577,607.2902121,33,OB ESS F WAX 50M REG BCD 1X6X8,Oral Care,360442.1,10922.4878788,7509.1,227.5484848
80865703,19947.764,221.6418222,90,699 Gillette Labs Blades 12ct 12x30 Ecom,Shave Care,24936.1,277.0677778,831.3,9.2366667
80884547,19900.013,641.9359032,31,HS SHM C&B 2000MLx6 HALO COSTCO KR,Hair Care,25581.3,825.2032258,4263.5,137.5322581
80809376,19872.195,218.3757692,91,BRAUN SHAVER 9615s GREY BOX KR,Appliances,19872.4,218.378022,6625.1,72.8032967
80832710,19829.873,404.6912857,49,DOWNY LAU LIQ 2.2LX6 CRG LAV J2 KR,Fabric Care,58587.5,1195.6632653,9764.5,199.2755102
80873036,19716.018,318.0002903,62,HS SHM 800MLX12 CHARCOAL HALO KR,Hair Care,63362.3,1021.9725806,5279.2,85.1483871
80807066,19645.216,211.2388817,93,PROGLIDE SENS GEL SHVP170G PURESPT 1X6,Shave Care,432396.0,4649.4193548,72066.4,774.9075269
80842233,19601.515,392.0303,50,DOWNY LFE 4.1LX4 RFL IDD pk H1 KR,Fabric Care,32318.7,646.374,8080.2,161.604
82320315,19543.872,203.582,96,OB SENS CLN 40XS BCD 1X6X16 KR,Oral Care,703016.7,7323.090625,7323.2,76.2833333
80823668,19444.062,202.5423125,96,OB RH SENSICLEAN 6X5X6 KR,Oral Care,116571.0,1214.28125,3886.0,40.4791667
80792792,19121.467,199.1819479,96,PTN ROT 220MLX24 SSC H199 ATTN EOL KR,Hair Care,223456.8,2327.675,9310.4,96.9833333
80787155,18670.281,194.4820938,96,FBRZ AE SPRY 165GX6 SB BB,Home Care,373405.9,3889.6447917,62234.4,648.275
80869956,18257.067,365.14134,50,PTN SHM SDC CM 750MLX2 OY PACK,Hair Care,31292.9,625.858,5215.1,104.302
80730895,18117.035,188.7191146,96,OB CROSS 35 XEROX SFT BCD (3+2)X12X2 KR,Oral Care,130338.2,1357.6895833,5431.3,56.5760417
80857043,17826.044,202.5686818,88,699 Gillette Labs Razor 5UP 1x6x4,Shave Care,44565.5,506.4261364,1856.3,21.0943182
80842298,17756.468,184.9632083,96,H&S SHM (DC 850MLX2) Hype CP KR,Hair Care,26853.1,279.7197917,3356.6,34.9645833
80772628,17755.553,197.2839222,90,FUS PRGLIDE MNL RZR FLEX TMR 1X8X4,Shave Care,88777.8,986.42,2774.6,30.8288889
80769244,17685.166,184.2204792,96,MACH3 CRT 8 MLNGS 8X6X6,Shave Care,39796.5,414.546875,1105.7,11.5177083
80833695,17680.694,353.61388,50,FEBREZE FR 370MLX12 CLNSC BTL ABMQ,Home Care,382285.0,7645.7,31856.8,637.136
80846775,17607.345,359.3335714,49,DOWNY FBEN LIQ CP 3.8LX4 WT&L KR P2 ET,Fabric Care,31323.0,639.244898,7830.5,159.8061224
80743439,17383.853,191.0313516,91,BRAUN SHAVER 72-G7200cc  GREY  BOX KR,Appliances,17383.6,191.0285714,5794.9,63.6802198
80709737,17342.927,186.483086,93,VS DLX SMOOTH SWIRL CRT 4 4X4X4,Shave Care,65028.0,699.2258065,4064.3,43.7021505
82269656,17313.558,180.3495625,96,OB CLASS 40 SFT BCD 1X12X8 KR,Oral Care,622789.9,6487.3947917,6487.7,67.5802083
80794305,17221.979,185.1825699,93,GIL FUS (P1UPX1+4CTX3)X6 MIXED KR,Shave Care,17220.3,185.1645161,2870.1,30.8612903
80793506,17164.723,178.7991979,96,PTN CN 750MLX6 EV ATTN EOL KR,Hair Care,58841.3,612.9302083,9806.3,102.1489583
80860048,16887.254,511.7349697,33,Oral B Glide Deep Clean 40m  1x6x8 KR,Oral Care,380343.3,11525.5545455,7923.8,240.1151515
80855475,16860.272,181.2932473,93,GIL PG SENSITIVE GEL (170GX3)X12 (CP),Shave Care,123700.0,1330.1075269,10308.2,110.8408602
80841649,16730.951,334.61902,50,DOWNY LFE (1.05LX3)X4 BTL IDD BM H1 KR,Fabric Care,35905.0,718.1,8975.9,179.518
80846776,16714.909,341.1205918,49,DOWNY FBEN LIQ CP 3.8LX4 LG&SL KR P2 ET,Fabric Care,29735.4,606.844898,7433.5,151.7040816
80776650,16692.304,321.0058462,52,SK2 AA SP RE-NEW CREAM 80G KR,Skin Care,31300.2,601.9269231,869.1,16.7134615
80793496,16646.161,173.3975104,96,PTN SH 1200MLX6 EV ATTN EMART KR,Hair Care,35664.1,371.5010417,5944.3,61.9197917
80826673,16573.918,172.6449792,96,H&S 2IN1 800MLX6 ISC HYPE KR,Hair Care,53262.7,554.8197917,8877.6,92.475
80856265,16495.797,177.3741613,93,GIL PG MNL 12CT 12x12x2 KR ECOM,Shave Care,20617.1,221.6892473,859.0,9.2365591
80840584,16315.766,175.4383441,93,GIL SKINTECH 11BBGR 1x12x2 KRCP (12UP),Shave Care,18818.7,202.3516129,784.6,8.4365591
80876019,16217.36,174.3802151,93,GIL PG (M2UPX1+4CTX3)X6 MIXED KR,Shave Care,16215.5,174.3602151,2702.6,29.0602151
80759592,16076.123,172.8615376,93,Gillette Shave Foam 175Gx6 Menthol,Shave Care,343752.1,3696.2591398,57291.9,616.0419355
80691988,15846.715,170.3947849,93,556 GIL SKIN GEL SHVP 195G 1X6,Shave Care,304062.7,3269.4913978,50677.2,544.916129
80857073,15839.09,179.9896591,88,699 Gillette Labs Razor 1UP 1x6x4,Shave Care,79195.6,899.95,3299.4,37.4931818
80825354,15826.699,164.8614479,96,DOWNY LFE 2LX4 SBTL SG M2 KR,Fabric Care,53495.8,557.2479167,13373.5,139.3072917
80842210,15798.44,478.7406061,33,OB ULTRATHIN GREEN TEA 6X12X2 KR,Oral Care,94715.1,2870.1545455,3946.6,119.5939394
80812503,15777.16,15777.16,1,DOWNY LFE (1.05LX3)X4 BTL IDD GRE R3 KR,Fabric Care,33858.4,33858.4,8464.6,8464.6
80869955,15688.404,313.76808,50,PTN TRT SDC 220MLX2+SDC SHM 90ml OY PACK,Hair Care,76101.7,1522.034,6341.1,126.822
80871605,15660.997,168.3978172,93,GIL PS PWR 4UP 1X12X2 KRCP,Shave Care,46987.2,505.2387097,1957.4,21.0473118
80864468,15503.145,310.0629,50,FBRZ FR (920MLX2)X5 AB CLNSC CC PP,Home Care,67404.5,1348.09,13481.4,269.628
80729899,15456.025,161.0002604,96,FEBREZE FR 370MLX12 LAV BTL BB,Home Care,334184.7,3481.090625,27848.9,290.0927083
80875722,15423.604,177.2828046,87,699 Gil Labs Razor 5UP Case 1x6x4 (DE),Shave Care,38559.4,443.2114943,1606.7,18.4678161
80841719,15403.155,179.1064535,86,BRAUN SHAVER M1012 BLK BOX KR,Appliances,15403.1,179.105814,1282.4,14.9116279
80871149,15092.401,419.2333611,36,SK2 AA SP RE-NEW CREAM 80G KR CMTZ,Skin Care,28299.8,786.1055556,786.1,21.8361111
80769242,15010.62,161.4045161,93,MACH3 TURBO RAZOR 2UP 1X6X6,Shave Care,75053.1,807.0225806,2084.9,22.4182796
80886833,14896.772,165.5196889,90,FBRZ FR (360MLX3) FRSH ARM BTL TW CP RS,Home Care,110346.8,1226.0755556,110346.8,1226.0755556
80826687,14855.342,154.7431458,96,H&S SH 850MLX6 ISC HYPE KR,Hair Care,44932.3,468.0447917,7488.6,78.00625
82327910,14646.556,152.5682917,96,FBRZ CARVCLIP (2.2MLX2)X6 LAVDR REG KR,Home Care,117172.8,1220.55,19529.0,203.4270833
80850520,14560.046,151.6671458,96,557.1 Gillette Proglide 2up (PX),Shave Care,72800.0,758.3333333,2273.5,23.6822917
80743436,14543.705,159.8209341,91,BRAUN SHAVER 72-N7200cc  BLK  BOX KR,Appliances,14544.0,159.8241758,4847.7,53.2714286
80840589,14429.545,165.8568391,87,GIL PG PWR 16CT 16X12X2 KRCP,Shave Care,13523.9,155.4471264,563.4,6.4758621
80872656,14391.081,165.4147241,87,GIL PS YELLOW 11CT 11X12X2 KR HYPER,Shave Care,19625.0,225.5747126,818.1,9.4034483
80886804,14359.503,175.1158902,82,H&S SHM 300MLX6 OIL CTRL HYDROS STX KR,Hair Care,123063.7,1500.7768293,20510.4,250.1268293
80746631,14358.237,149.5649688,96,FBRZ TLT (6.3MLX3)X6 RF SOAP BP.CP,Home Care,83567.6,870.4958333,13927.9,145.0822917
80794215,14303.026,153.7959785,93,FUSION CRT 8 8X6X12,Shave Care,26820.1,288.388172,372.6,4.0064516
80787157,14293.816,148.8939167,96,FBRZ AE SPRY 165GX6 WP&B BB,Home Care,285876.4,2977.8791667,47645.9,496.3114583
80729900,14049.951,146.3536562,96,FEBREZE FR 320MLX12 LAV RF BB,Home Care,351250.0,3658.8541667,29270.8,304.9041667
80709552,13994.099,777.4499444,18,601 Gillette Labs Blades 4ct 4x10x6,Shave Care,52471.2,2915.0666667,874.5,48.5833333
80807064,13971.328,150.2293333,93,PRG SNSGEL SHVP170G PURESPT 1X6 KR (PX),Shave Care,307512.6,3306.5870968,51251.9,551.0956989
80847279,13864.904,271.8608627,51,648 Snsr3 ELH Dis 36CT Costco 1x15,Shave Care,6932.5,135.9313725,462.1,9.0607843
80833698,13784.232,143.58575,96,FEBREZE FR 320MLX12 CLNSC RF ABMQ,Home Care,344606.8,3589.6541667,28716.6,299.13125
82333738,13763.849,147.9983763,93,GIL FUSPG ACTIVE SPORT FOAM 245G 1X6 KR,Shave Care,210242.6,2260.6731183,35039.8,376.772043
80743437,13761.789,151.2284505,91,BRAUN SHAVER 72-N4200cs  BLK  BOX KR,Appliances,13763.5,151.2472527,4588.1,50.4186813
80842234,13663.326,273.26652,50,DOWNY LFE 4.1LX4 RFL IDD BM H1 KR,Fabric Care,22528.3,450.566,5632.1,112.642
80776144,13603.753,141.7057604,96,OB EB50RX 10 CT KR PAPER BRUSH SET 10x14,Oral Care,27207.8,283.4145833,1943.4,20.24375
80838175,13482.006,140.4375625,96,FUSION PROGLIDE 8CT MNL 8X6X12,Shave Care,25280.9,263.3427083,351.5,3.6614583
82327899,13462.977,140.2393438,96,FBRZ CARVCLIP 2.2MLX6 DOWNY REG KR,Home Care,215407.4,2243.8270833,35901.9,373.978125
80843282,13413.785,1341.3785,10,DOWNY FBEN HP GRN 480GX6 BL BTL P1 KR,Fabric Care,127507.4,12750.74,21251.2,2125.12
80868095,13381.494,163.1889512,82,OB PROHLTH CLNCL AD38S 3X24 KR EM,Oral Care,160641.9,1959.047561,6693.7,81.6304878
80746683,13365.929,139.2284271,96,FBRZ TLT 6.3MLX6 MLD LAV BP,Home Care,233397.8,2431.2270833,38899.8,405.20625
80767989,13305.113,950.3652143,14,OB COMPLETE 5WAY FRESH (35S3+CXR2)X12X4,Oral Care,95789.3,6842.0928571,1995.6,142.5428571
82292238,13298.252,138.5234583,96,OB UT VELVET GUMCARE CLASSIC 5X12X2 KR,Oral Care,95670.7,996.5697917,3986.4,41.525
80754287,13262.333,161.7357683,82,PAMP DPR LG 60X3 BP2.0 KR COUPANG FFU,Baby Care,39787.2,485.2097561,13262.9,161.7426829
80869954,13220.236,264.40472,50,PTN SHM SSC CM 750MLX2 OY PACK,Hair Care,22659.2,453.184,3776.6,75.532
80743445,13189.822,144.9430989,91,BRAUN SHAVER 52-N7000cc  BLK  BOX KR,Appliances,13190.5,144.9505495,4397.0,48.3186813
80873349,13186.992,143.3368696,92,GIL SkinTech MNL 6UP 1X12X2 KR HYPER,Shave Care,28255.9,307.1293478,1177.4,12.7978261
80840738,13049.63,140.3186022,93,GIL SKINTECH 16CT ECOM 16X12x2,Shave Care,12232.3,131.5301075,509.4,5.4774194
80726126,13034.251,133.0025612,98,ORALB MOC (CX COMPLETE7 35SFT1PX6)X8KRCP,Oral Care,78190.3,797.8602041,9773.4,99.7285714
80809386,12800.016,147.1266207,87,BRAUN SHAVER 8663cc GREY BOX KR,Appliances,12801.7,147.145977,4267.1,49.0471264
80828641,12677.824,2112.9706667,6,FUSION PROSHIELDE BASE CRT 4 4X6X12,Shave Care,47535.9,7922.65,660.4,110.0666667
80841720,12528.992,142.3749091,88,BRAUN SHAVER M1100 BLK BOX KR,Appliances,12529.1,142.3761364,1043.5,11.8579545
80873650,12414.96,200.2412903,62,HS SHM 1100MLX10 CHARCOAL HALO KR,Hair Care,29017.2,468.0193548,2901.2,46.7935484
80719114,12385.075,158.7830128,78,BRAUN SHAVER 9566cc  SILVMET  BOX KR,Appliances,12384.0,158.7692308,4127.6,52.9179487
80809608,12259.834,147.7088434,83,GIL PROG SENS GEL PUR(170GX4)X10 KR,Shave Care,67461.8,812.7927711,6746.2,81.2795181
80747888,12229.595,643.6628947,19,PAMP DPR BDRY S2 (62X3)X1 M6 KR CBY DAI,Baby Care,11835.6,622.9263158,11835.6,622.9263158
80828633,12025.801,125.2687604,96,FUSION PROSHIELDE CHILL CRT 4 4X6X12,Shave Care,45090.9,469.696875,625.0,6.5104167
82320481,11997.505,124.9740104,96,BRAUN PRECISION EN10  SILV  BLISTER MN,Appliances,11997.6,124.975,2000.6,20.8395833
80809406,11935.272,131.1568352,91,BRAUN MALHRREMKP 96M SILV BLISTER MN1,Appliances,119352.7,1311.5681319,372.8,4.0967033
